# File Name: SKIPPED.txt
# File Size: 1160274     
# File Date: 03/30/2021 19:33:21
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	TEXT
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	003	Toen ik nu mijn raadslieden vroeg, hoe dit het best kon worden bereikt, heeft Haman, die bij ons steeds door zijn gematigdheid uitmuntte, die zich onwrikbaar trouw heeft getoond, en daarom de tweede plaats in het rijk inneemt,
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	004	ons er op gewezen, dat onder alle volksstammen der wereld een zeker vijandig volk vermengd is, dat door zijn wetten met alle andere volken in botsing komt, zich nooit aan de voorschriften der koningen stoort, en daardoor ons onberispelijk beleid in het rijksbestuur niet tot zijn recht laat komen.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	005	Wij hebben dus ingezien, dat enkel en alleen dit volk altijd met iedereen overhoop ligt, dat het volgens vreemde wetten anders dan anderen leeft, en in zijn vijandige gezindheid tegen ons welzijn de ergste misdaden bedrijft, waardoor het koninkrijk niet tot bestendige rust kan komen.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	006	Daarom hebben wij bevolen, dat allen, die u worden aangewezen door de brieven van Haman, die over de rijksaangegelegenheden is aangesteld en ons een tweede vader is, op de dertiende van Adar, de twaalfde maand van dit jaar, met vrouwen en kinderen zonder genade en zonder medelijden door het zwaard hunner vijanden volkomen moeten worden vernietigd.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	007	Onze vroegere en tegenwoordige vijanden moeten dus op één dag door geweld in de onderwereld afdalen, opdat wij in het vervolg altijd rustig en onbezorgd onze aangelegenheden kunnen behartigen.“
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	008	En al de wonderwerken des Heren indachtig, bad Mordokai aldus:
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	009	Heer, Jahweh, almachtige Koning! Gij hebt macht over alles, en niemand kan U weerstaan, wanneer Gij Israël wilt redden.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	010	Want Gij hebt hemel en aarde geschapen met al wat men onder de hemel bewondert.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	011	Gij zijt Heer over alles, en omdat Gij er de Heer van zijt, kan niemand U weerstreven.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	012	Heer, Gij weet alles, en het is U bekend, dat ik niet uit overmoed, trots of eerzucht handelde, toen ik mij niet wilde neerwerpen voor dien hoogmoedigen Haman.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	013	Graag had ik zijn voetzolen gekust, om Israël te redden.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	014	Maar ik heb zo gehandeld, om aan een mens geen groter eer te geven dan aan God, en voor niemand anders mij neer te werpen dan voor U, mijn Heer; ik heb het dus niet uit hoogmoed gedaan.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	015	En nu Heer, God en Koning, God van Abraham, spaar uw volk! Want men belaagt ons, om ons te verderven, en doet pogingen, om ons, uw erfdeel van ouds, te vernietigen.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	016	Veracht toch niet uw bezit, dat Gij U uit Egypte hebt vrijgekocht.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	017	Verhoor mijn gebed, wees uw erfdeel genadig en verander onze droefheid in vreugde, opdat wij het leven behouden en uw Naam mogen prijzen, o Heer; laat toch de mond niet verstommen van hen die U loven!
Holy-Bible---Dutch---Canisiusvertaling	017	EST	013	018	En heel Israël jammerde uit alle macht; want het had de dood voor ogen.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	001	Ook koningin Ester nam in haar dodelijke angst haar toevlucht tot den Heer.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	002	Ze legde haar prachtige gewaden af, trok een rouw- en boetekleed aan en strooide haar hoofd, dat anders met kostbare balsem gezalfd was, vol as en stof; ze kastijdde haar lichaam, en bedekte haar schoon en vreugdig gelaat geheel met haar loshangend haar.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	003	En ze bad tot den Heer, Israëls God: Heer, Gij alleen zijt onze Koning! Help mij, want ik ben verlaten, en heb geen anderen helper dan U,
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	004	en de nood is hoog.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	005	Van kindsbeen af heb ik gehoord bij mijn vaderlijke stam, dat Gij Israël uit alle volkeren hebt uitverkoren, o Heer, en onder al hun voorvaderen onze stamouders tot een eeuwig erfdeel hebt aangenomen, en dat Gij uw beloften jegens hen hebt gehouden.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	006	Maar nu hebt Gij ons aan onze vijanden overgeleverd, omdat wij tegen U hebben gezondigd,
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	007	en hun goden hebben vereerd. Gij zijt rechtvaardig, o Heer!
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	008	Doch nu zijn ze niet tevreden met onze bittere slavernij, maar hebben ze zich tegenover hun goden door handslag verplicht,
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	009	om uw belofte te verijdelen en uw erfdeel uit te roeien, om de mond te stoppen van hen, die U loven, en de glorie van uw tempel en uw altaar te doen verbleken,
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	010	om de mond der heidenen te openen voor de verheerlijking van waangoden, en een vleselijken koning als onsterfelijk te vereren.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	011	Heer, sta uw schepter niet af aan wezens die niet bestaan, en laat niet toe, dat men zich vrolijk maakt over onze ondergang. Maak, dat hun plan zich tegen henzelf keert, en stel hem aan de kaak, die tegen ons is begonnen!
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	012	Wees ons indachtig, o Heer, en openbaar U in de tijd van onze verdrukking. Koning der goden, heerser over alle macht, geef mij moed;
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	013	leg mij passende woorden in de mond bij den leeuw, en leg hem haat in het hart tegen onzen bestrijder, opdat hij omkome met zijn trawanten.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	014	Red ons door uw hand, en help mij, o Heer; want ik ben alleen, en heb niemand dan U.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	015	Het is U, die alles weet, bekend, dat ik de glorie der goddelozen steeds haatte, en dat ik de sponde der onbesnedenen en van alle vreemden verafschuw.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	016	Gij kent de dwang, waarin ik verkeer, en weet, hoe ik het teken mijner verheffing, dat ik in het publiek op mijn hoofd moet dragen, verafschuw; ik veracht het als een stondendoek, en draag het nooit, wanneer ik alleen ben.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	017	Ook heeft uw dienares nog nooit aan de tafel van Haman gegeten, geen maaltijd van den koning eer aangedaan en geen offerwijn gedronken.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	018	Sinds de dag, dat men mij hierheen heeft gebracht tot heden toe, heeft uw dienares in niets behagen gehad dan in U, o Heer, God van Abraham.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	014	019	God. Gij die sterker zijt dan allen, verhoor onze vertwijfelde bede, red ons uit de hand van de zondaars en verlos mij uit mijn benauwing!
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	001	
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	002	Hij moest haar zeggen: Herinner u de tijd, dat het u slecht ging, en hoe gij door mij werdt gevoed; want Haman, de eerste na de koning, heeft een doodvonnis tegen ons uitgelokt.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	003	Roep dus den Heer aan, en spreek voor ons bij den koning, opdat wij van die dood worden gered.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	004	De derde dag hield zij op met bidden, legde haar boetekleed af, en trok haar kostbare gewaden weer aan.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	005	Toen riep zij in haar prachtgewaad nogmaals den alzienden God en Redder aan, en nam twee vertrouwde meisjes mee;
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	006	op een van haar leunde zij, als een edele dame,
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	007	en de andere volgde haar, om de sleep van haar kleed op te houden.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	008	Zij was stralend in haar blozende schoonheid, en ofschoon haar hart ineenkromp van vrees, was haar gelaat beminnelijk en blij.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	009	Toen zij alle deuren was doorgegaan, stond zij voor den koning stil. Deze zat in vol ornaat op zijn koninklijke troon, en boezemde door de schittering van goud en edelstenen groot ontzag in.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	010	Vol majesteit hief hij het hoofd omhoog, en zag uiterst streng en verstoord voor zich uit. De koningin wankelde en verbleekte van schrik, en leunde om steun op de schouder van de trouwe dienares, die haar vergezelde.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	011	Maar nu vertederde God het gemoed van den koning. Hij sprong angstig van zijn troon, en ving haar op in zijn armen, totdat ze weer bijkwam. Hij sprak haar liefdevol toe en zeide:
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	012	Wat is er Ester? Ik ben uw broeder; wees maar gerust,
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	013	gij behoeft niet te sterven; want ons gebod geldt alleen voor het gewone volk.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	014	Kom hier, en raak de schepter aan!
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	015	En hij nam de gouden schepter, legde die op haar hals en kuste haar. Toen zeide hij: Spreek maar gerust.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	016	En zij antwoordde: Ik zag u, heer, als waart gij een engel Gods, en ik raakte van streek uit vrees voor uw glorie.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	017	Want heer, gij zijt wonderbaar schoon, en uw gelaat is stralend van majesteit!
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	018	En terwijl ze dit zeide, viel zij in onmacht.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	015	019	Nu schrok de koning nog meer, en heel zijn hofhouding trachtte haar bij te brengen.
Holy-Bible---Dutch---Canisiusvertaling	018	JOB	012	022	—
Holy-Bible---Dutch---Canisiusvertaling	018	JOB	013	028	—
Holy-Bible---Dutch---Canisiusvertaling	018	JOB	027	001	—
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	003	001	Een psalm van David, bij zijn vlucht voor zijn zoon Absalom.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	004	001	Voor muziek begeleiding: met harpen. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	005	001	Voor muziekbegeleiding: met fluiten. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	006	001	Voor muziekbegeleiding: met harpen en bassen. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	007	001	Een klaaglied van David, dat hij Jahweh toezong naar aanleiding van Koesj, den Benjamiet.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	008	001	Voor muziekbegeleiding: met de gittiet. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	009	001	Voor muziekbegeleiding. Wijze: De dood van den zoon. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	011	001	Voor muziekbegeleiding. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	012	001	Voor muziekbegeleiding; met bassen. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	018	001	Voor muziekbegeleiding. Van den Dienaar van Jahweh; van David, die tot Jahweh de woorden van dit lied heeft gericht, toen Jahweh hem had verlost uit de hand van al zijn vijanden en ook uit de hand van Saul. En hij sprak:
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	019	001	Voor muziekbegeleiding. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	020	001	Voor muziekbegeleiding. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	021	001	Voor muziekbegeleiding. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	022	001	Voor muziekbegeleiding; wijze: De hinde van de dageraad. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	030	001	Een psalm. Een lied der tempelwijding. Van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	031	001	Voor muziekbegeleiding. Een psalm van David. Tot U neem ik mijn toevlucht, o Jahweh,
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	034	001	Van David, toen hij zich voor Abimé als een krankzinnige had aangesteld, door hem was weggejaagd, en was heengegaan.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	036	001	Voor muziekbegeleiding. Van David, den dienaar van Jahweh.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	038	001	Van David; bij het herinneringsoffer.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	039	001	Voor muziekbegeleiding; voor Jedoetoen: een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	040	001	Voor muziekbegeleiding. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	041	001	Voor muziekbegeleiding. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	042	001	Voor muziekbegeleiding. Een leerdicht; van de zonen van Kore.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	044	001	Voor muziekbegeleiding. Van de zonen van Kore; een leerdicht.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	045	001	Voor muziekbegeleiding; op de wijze van: "Leliën" Van de zonen van Kore; een minnelied.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	046	001	Voor muziekbegeleiding. Van de zonen van Kore. Met sopraanstemmen. Een lied.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	047	001	Voor muziekbegeleiding. Van de zonen van Kore; een psalm.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	048	001	Een lied; een psalm van de zonen van Kore.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	049	001	Met sopraanstemmen; Voor muziekbegeleiding. Van de zonen van Kore; een psalm.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	051	001	Voor muziekbegeleiding. Een psalm van David,
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	051	002	nadat de profeet Natan bij hem was gekomen, omdat hij gemeenschap met Bat-Sjéba had gehad.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	052	001	Voor muziekbegeleiding. Een leerdicht van David,
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	052	002	nadat Doëg, de Edomiet aan Saül was gaan melden:  ”David is in het huis van Achimélek gekomen.”
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	053	001	Voor muziekbegeleiding; op de fluit. Een leerdicht van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	054	001	Voor muziekbegeleiding; met harpen. Een leerdicht van David,
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	054	002	toen de Zifieten Saül kwamen melden:  “David houdt zich bij ons schuil.”
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	055	001	Voor muziekbegeleiding; met harpen. Een leerdicht van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	057	001	Voor muziekbegeleiding: "verderf niet." Een puntdicht van David, toen hij voor Saül in de spelonk vluchtte.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	058	001	Voor muziekbegeleiding; "Verderf niet." Een puntdicht van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	059	001	Voor muziekbegeleiding; "Verderf niet." Een puntdicht van David, toen Saül het huis liet bewaken, om hem te doden.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	060	001	Voor muziekbegeleiding; op de wijze: "De lelie der wet." Een punt- en leerdicht van David,
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	060	002	toen, na zijn oorlog tegen Aram van Mesopotamië en Aram-Soba, Joab terugkeerde, en in het Zoutdal twaalfduizend Edomieten versloeg.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	061	001	Voor muziekbegeleiding; met harpen. Van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	062	001	Voor muziekbegeleiding; voor Jedoetoen. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	063	001	Een psalm van David, toen hij in de woestijn van Juda vertoefde.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	064	001	Voor muziekbegeleiding. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	065	001	Voor muziekbegeleiding. Een psalm van David; een lied.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	067	001	Voor muziekbegeleiding; met harpen. Een psalm; een lied.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	068	001	Voor muziekbegeleiding van David. Een psalm; een lied.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	069	001	Voor muziekbegeleiding; op de wijze: "De leliën." Van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	070	001	Voor muziekbegeleiding. Van David. Bij het reukoffer.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	075	001	Voor muziekbegeleiding; op de wijze: "Verderf niet." Een psalm van Asaf; een lied.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	076	001	Voor muziekbegeleiding; met harpen. Een psalm van Asaf; een lied.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	077	001	Voor muziekbegeleiding; voor Jedoetoen. Een psalm van Asaf.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	080	001	Voor muziekbegeleiding; op de wijze: "Leliën der Wet." Een psalm van Asaf.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	081	001	Voor muziekbegeleiding; op de gittiet. Van Asaf.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	083	001	Een lied; een psalm van Asaf.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	084	001	Voor muziekbegeleiding; op de gittiet. Een psalm van de zonen van Kore.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	083	010	—
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	085	001	Voor muziekbegeleiding. Een psalm van de zonen van Kore.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	088	001	Een lied; een psalm van de zonen van Kore. Voor muziekbegeleiding; met de fluit. Een klaag- en leerdicht van Heman, den Ezrachiet.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	089	001	Een leerdicht van Etan, den Ezrachiet.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	092	001	Een psalm; een lied voor de Sabbat.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	102	001	Gebed van een ongelukkige, als de moed hem ontzinkt, en hij voor Jahweh zijn jammerklacht uitstort.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	108	001	Een lied; een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	115	009	—
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	117	020	—
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	140	001	Voor muziekbegeleiding. Een psalm van David.
Holy-Bible---Dutch---Canisiusvertaling	019	PSA	142	001	Een leerdicht van David, toen hij zich in de spelonk bevond. Een gebed.
Holy-Bible---Dutch---Canisiusvertaling	023	ISA	002	001	—
Holy-Bible---Dutch---Canisiusvertaling	023	ISA	060	012	—
Holy-Bible---Dutch---Canisiusvertaling	024	JER	015	013	—
Holy-Bible---Dutch---Canisiusvertaling	024	JER	015	014	—
Holy-Bible---Dutch---Canisiusvertaling	024	JER	016	014	—
Holy-Bible---Dutch---Canisiusvertaling	024	JER	016	015	—
Holy-Bible---Dutch---Canisiusvertaling	026	EZE	040	030	—
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	024	liepen ze vrij rond midden in de vlammen; ze loofden God, en zegenden den Heer.
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	025	En midden in het vuur begon Azarja te bidden; hij opende zijn mond, en hij sprak:
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	026	Gezegend zijt Gij, Heer, God onzer vaderen, Uw Naam is heerlijk, en vol glorie voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	027	Want gij zijt rechtvaardig in al wat Gij ons hebt gedaan, En al uw werken zijn waarachtig; Uw wegen zijn recht, Heel uw oordeel is waar!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	028	Een rechtvaardig vonnis hebt Gij geveld Bij al wat Gij over òns hebt gebracht, En over de heilige stad, Over Jerusalem, de stad onzer vaderen. Want naar recht en billijkheid hebt Gij dat alles gedaan Terwille van onze zonden.
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	029	Want wij hebben misdadig gezondigd, door U te verlaten, En op alle punten gefaald;
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	030	Wij hebben niet naar uw geboden geluisterd, Er geen acht op geslagen, ze niet onderhouden: Zoals Gij dat ons hadt bevolen, Opdat het ons goed zou gaan.
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	031	Alles dan wat Gij over ons hebt gebracht en ons aandeedt, Hebt Gij naar recht en billijkheid gedaan:
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	032	Gij hebt ons aan onze vijanden overgeleverd, Aan de ergste goddelozen en heidenen; En aan een koning, zó onrechtvaardig en slecht, Als er op de hele aarde niet wordt gevonden.
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	033	Nu durven we de mond zelfs niet openen: Want smaad en schande is over uw dienaars gekomen, Over hen, die U vrezen.
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	034	Ach, verstoot ons toch niet voor altijd Terwille van uw Naam, En verbreek toch niet uw verbond!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	035	Onthoud ons toch uw barmhartigheid niet, Terwille van Abraham uw vriend, Van Isaak uw dienaar, van Israël uw heilige:
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	036	Aan wie Gij beloofd hebt, hun kroost te vermeerderen Als de sterren aan de hemel, En als het zand aan de oever der zee.
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	037	Maar nu zijn we voor alle volkeren vernederd, o Heer, Over de hele wereld om onze zonden verdrukt;
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	038	Nu hebben wij geen koning meer, geen leider en profeet; Geen brand- geen slachtoffers, geen gave, geen wierook, Zelfs geen plaats, om U de eerstelingen te bieden, En genade te vinden!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	039	Neem ons aan om ons vermorzeld hart en ootmoedige geest,
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	040	Als kwamen wij met brandoffers van rammen en stieren; En alsof wij met tienduizenden vette lammeren kwamen, Zo moge onze offerande thans voor U gelden. Ach, laat ze U toch weer verzoenen, Opdat die op U vertrouwen, niet worden beschaamd.
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	041	Thans volgen wij U van ganser harte; We vrezen U, en zoeken uw aanschijn.
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	042	Beschaam ons dan niet, maar handel met ons naar uw goedheid, En naar de volheid van uw ontferming.
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	043	Red ons door uw wonderwerken; Heer, verheerlijk uw Naam!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	044	Maar laat allen te schande worden, Die uw dienaren kwaad doen; Laat ze schandelijk van al hun macht worden beroofd, En hun kracht worden gebroken;
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	045	Opdat ze erkennen, dat Gij alleen zijt: God de Heer, Verheerlijkt over heel de aarde!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	046	De knechten van den koning bleven intussen de oven, waar ze hen hadden ingeworpen, met olie, pek, teer en takkenbossen verhitten.
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	047	De vlammen laaiden boven de oven uit, negen en veertig el hoog.
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	048	Langs alle kanten sloegen ze uit, en verbrandden ook de Chaldeën, die ze rond de oven konden bereiken.
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	049	Want de engel des Heren was met Azarja en zijn vrienden in de oven gedaald, en joeg de vuurvlammen buiten de oven.
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	050	Maar de oven maakte hij van binnen koel, alsof er een morgenwind waaide; het vuur raakte hen zelfs niet aan, pijnigde en deerde hen niet.
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	051	Toen hieven die drie in de oven een loflied aan, en verheerlijkten en zegenden God uit één mond:
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	052	Geloofd zijt Gij, Heer, o God onzer vaderen; Geprezen, verheven voor eeuwig! Geloofd zij uw heilige en heerlijke Naam; Geprezen, verheven in de eeuwen der eeuwen!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	053	Geloofd zijt Gij in uw heilige en heerlijke tempel; Geprezen, verheven voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	054	Geloofd zijt Gij op de troon van uw rijk; Geprezen, verheven voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	055	Geloofd zijt Gij, die tronend op Cherubs de afgrond Geprezen, verheven voor eeuwig! doorschouwt;
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	056	Geloofd zijt Gij in het firmament van de hemel; Geprezen, verheven voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	057	Looft den Heer, alle werken des Heren; Prijst en verheft Hem voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	058	Looft den Heer, gij engelen des Heren; Prijst en verheft Hem voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	059	Looft den Heer, gij hemelen; Prijst en verheft Hem voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	060	Looft den Heer, alle wateren boven de hemel; Prijst en verheft Hem voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	061	Looft den Heer, alle krachten des Heren; Prijst en verheft Hem voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	062	Looft den Heer, gij zon en maan; Prijst en verheft Hem voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	063	Looft den Heer, gij sterren des hemels; Prijst en verheft Hem voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	064	Looft den Heer, alle regen en dauw; Prijst en verheft Hem voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	065	Looft den Heer, alle winden; Prijst en verheft Hem voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	066	Looft den Heer, gij vuur en hitte; Prijst en verheft Hem voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	067	Looft den Heer, gij koude en vorst; Prijst en verheft Hem voor eeuwig!
Holy-Bible---Dutch---Canisiusvertaling	027	DAN	003	068	Looft den Heer, gij dauw en ijzel; Prijst en verheft Hem voor eeuwig!
