# File Name: RAWCHECK.txt
# File Size: 2616027     
# File Date: 01/23/2021 12:08:41
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	RAWFIX	TEXT	ORIGINAL
Holy-Bible---French---French-Perret-Gentil-Rilliet	066	REV	014	010	MODIFY	lui aussi boira du vin capiteux de Dieu qui a été préparé sans mélange dans la coupe de Sa colère. Et ils seront tourmentés dans le feu et le soufre en présence des anges, et en présence de l'agneau;	« Quiconque adore la bête et son image, et reçoit une marque sur son front ou sur sa main,
Holy-Bible---French---French-Perret-Gentil-Rilliet	066	REV	014	011	MODIFY	et la fumée de leur tourment monte aux siècles des siècles, et ils n'ont de repos, ni jour ni nuit, ceux qui adorent la bête et son image, et quiconque reçoit la marque de son nom.	lui aussi boira du vin capiteux de Dieu qui a été préparé sans mélange dans la coupe de Sa colère. Et ils seront tourmentés dans le feu et le soufre en présence des anges, et en présence de l'agneau ; et la fumée de leur tourment monte aux siècles des siècles, et ils n'ont de repos, ni jour ni nuit, ceux qui adorent la bête et son image, et quiconque reçoit la marque de son nom.
Holy-Bible---French---French-Stapfer-Bible	040	MAT	028	019	MODIFY	allez faire de toutes les nations mes disciples, les baptisant au nom du Père, et du Fils, et du saint Esprit	allez faire de toutes les nations mes disciples, les baptisant au nom du Père, et du Fils,
Holy-Bible---French---French-Stapfer-Bible	040	MAT	028	020	MODIFY	et leur enseignant à garder tout ce que je vous ai commandé. Voici, je suis avec vous tous les jours jusqu'à la fin du monde.»	et du saint Esprit et leur enseignant à garder tout ce que je vous ai commandé. Voici, je suis avec vous tous les jours jusqu'à la fin du monde.»
Holy-Bible---French---French-Stapfer-Bible	042	LUK	018	042	MODIFY	Alors Jésus lui dit : «Vois! ta foi t'a sauvé!»	Alors Jésus lui dit : «Vois! ta foi t'a sauvé!» Immédiatement il vit, et il suivit Jésus en glorifiant Dieu. Tout le peuple, à ce spectacle, célébra les louanges de Dieu.
Holy-Bible---French---French-Stapfer-Bible	042	LUK	018	043	ADD	Immédiatement il vit, et il suivit Jésus en glorifiant Dieu. Tout le peuple, à ce spectacle, célébra les louanges de Dieu.	
Holy-Bible---French---French-Stapfer-Bible	046	1CO	001	020	MODIFY	Où est le philosophe? où est le docteur de la Loi?  où est le raisonneur mondain?  Dieu n'a-t-il pas changé en folie la sagesse de ce monde?	Où est le philosophe? où est le docteur de la Loi? où est le raisonneur mondain?
Holy-Bible---French---French-Stapfer-Bible	046	1CO	001	021	MODIFY	Puisque Dieu a permis, dans sa sagesse, que le monde ne parvînt pas avec sa philosophie à le connaître, il a bien voulu par une prédication appelée folie, sauver les croyants :	Dieu n'a-t-il pas changé en folie la sagesse de ce monde ? Puisque Dieu a permis, dans sa sagesse, que le monde ne parvînt pas avec sa philosophie à le connaître, il a bien voulu par une prédication appelée folie, sauver les croyants :
Holy-Bible---French---French-Stapfer-Bible	066	REV	005	013	MODIFY	Et j'entendis toute créature dans le ciel, sur la terre, sous la terre, sur la mer, j'entendis tout ce qu'ils contiennent qui disait : «A Celui qui est assis sur le trône et à l'agneau soient la bénédiction, et l'honneur, et la gloire, et la force aux siècles des siècles!»	Et j'entendis toute créature dans le ciel, sur la terre, sous la terre, sur la mer, j'entendis tout ce qu'ils contiennent qui disait : «A Celui qui est assis sur le trône et à l'agneau soient la bénédiction, et l'honneur, et la gloire, et la force aux siècles des siècles!» Et les quatre animaux dirent: «Amen.»
Holy-Bible---French---French-Stapfer-Bible	066	REV	005	014	MODIFY	Et les quatre animaux dirent: «Amen.»  Et les vieillards se prosternèrent et adorèrent.	Et les vieillards se prosternèrent et adorèrent.
Holy-Bible---French---French-Synodale-Bible	041	MAR	009	043	MODIFY	Si ta main te fait tomber dans le péché, coupe-la; il vaut mieux pour toi que tu entres manchot dans la vie, que d'avoir tes deux mains et d'aller dans la géhenne, dans le feu qui ne s'éteint point,	Si ta main te fait tomber dans le péché, coupe-la; il vaut mieux pour toi que tu entres manchot dans la vie,
Holy-Bible---French---French-Synodale-Bible	041	MAR	009	044	MODIFY	[là où leur ver ne meurt point, et où le feu ne s'éteint point.]	que d'avoir tes deux mains et d'aller dans la géhenne, dans le feu qui ne s'éteint point, [là où leur ver ne meurt point, et où le feu ne s'éteint point.]
Holy-Bible---French---French-Synodale-Bible	041	MAR	009	045	MODIFY	Et si ton pied te fait tomber dans le péché, coupe-le; il vaut mieux pour toi que tu entres boiteux dans la vie, que d'avoir tes deux pieds et d'être jeté dans la géhenne,	Et si ton pied te fait tomber dans le péché, coupe-le; il vaut mieux pour toi que tu entres boiteux dans la vie,
Holy-Bible---French---French-Synodale-Bible	041	MAR	009	046	MODIFY	[là où leur ver ne meurt point, et où le feu ne s'éteint point.]	que d'avoir tes deux pieds et d'être jeté dans la géhenne, [là où leur ver ne meurt point, et où le feu ne s'éteint point.]
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	010	MODIFY	Alors les principaux sacrificateurs résolurent de faire mourir aussi Lazare,	Alors les principaux sacrificateurs résolurent de faire mourir aussi Lazare, parce que plusieurs des Juifs, à cause de lui, se séparaient d'eux et croyaient en Jésus.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	011	MODIFY	parce que plusieurs des Juifs, à cause de lui, se séparaient d'eux et croyaient en Jésus.	Le lendemain, une grande foule, venue pour la fête, ayant su que Jésus se rendait à Jérusalem,
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	012	MODIFY	Le lendemain, une grande foule, venue pour la fête, ayant su que Jésus se rendait à Jérusalem,	prit des branches de palmiers, et sortit au-devant de lui, en criant: Hosanna! Béni soit celui qui vient au nom du Seigneur, le Roi d'Israël!
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	013	MODIFY	prit des branches de palmiers, et sortit au-devant de lui, en criant: Hosanna! Béni soit celui qui vient au nom du Seigneur, le Roi d'Israël!	Jésus, ayant trouvé un ânon, s'assit dessus, conformément à ce qui est écrit:
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	014	MODIFY	Jésus, ayant trouvé un ânon, s'assit dessus, conformément à ce qui est écrit:	«Ne crains point, fille de Sion; voici ton roi qui vient, monté sur le poulain d'une ânesse.»
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	015	MODIFY	«Ne crains point, fille de Sion; voici ton roi qui vient, monté sur le poulain d'une ânesse.»	Ses disciples ne comprirent pas cela, tout d'abord; mais quand Jésus eut été glorifié, alors ils se souvinrent que ces choses avaient été écrites à son sujet, et qu'elles s'étaient réalisées en lui.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	016	MODIFY	Ses disciples ne comprirent pas cela, tout d'abord; mais quand Jésus eut été glorifié, alors ils se souvinrent que ces choses avaient été écrites à son sujet, et qu'elles s'étaient réalisées en lui.	C'est pourquoi, la foule qui était avec lui, lorsqu'il avait rappelé Lazare du tombeau et l'avait ressuscité des morts, lui rendait témoignage.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	017	MODIFY	C'est pourquoi, la foule qui était avec lui, lorsqu'il avait rappelé Lazare du tombeau et l'avait ressuscité des morts, lui rendait témoignage.	C'est aussi pour cela que la multitude était allée au-devant de lui, parce qu'elle avait appris qu'il avait accompli ce miracle.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	018	MODIFY	C'est aussi pour cela que la multitude était allée au-devant de lui, parce qu'elle avait appris qu'il avait accompli ce miracle.	Là-dessus les pharisiens se disaient les uns aux autres: Vous voyez que vous ne gagnez rien; voilà que tout le monde court après lui!
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	019	MODIFY	Là-dessus les pharisiens se disaient les uns aux autres: Vous voyez que vous ne gagnez rien; voilà que tout le monde court après lui!	Or, il y avait là quelques Grecs, parmi ceux qui étaient montés pour adorer pendant la fête.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	020	MODIFY	Or, il y avait là quelques Grecs, parmi ceux qui étaient montés pour adorer pendant la fête.	Ils vinrent trouver Philippe, de Bethsaïda en Galilée, et lui firent cette demande: Seigneur, nous voudrions voir Jésus.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	021	MODIFY	Ils vinrent trouver Philippe, de Bethsaïda en Galilée, et lui firent cette demande: Seigneur, nous voudrions voir Jésus.	Philippe alla le dire à André; André et Philippe vinrent le dire à Jésus.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	022	MODIFY	Philippe alla le dire à André; André et Philippe vinrent le dire à Jésus.	Alors Jésus leur répondit: L'heure est venue où le Fils de l'homme doit être glorifié.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	023	MODIFY	Alors Jésus leur répondit: L'heure est venue où le Fils de l'homme doit être glorifié.	En vérité, en vérité, je vous le déclare, si le grain de froment ne meurt après être tombé dans la terre, il demeure seul; mais s'il meurt, il porte beaucoup de fruit.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	024	MODIFY	En vérité, en vérité, je vous le déclare, si le grain de froment ne meurt après être tombé dans la terre, il demeure seul; mais s'il meurt, il porte beaucoup de fruit.	Celui qui aime sa vie la perdra; et celui qui hait sa vie en ce monde, la conservera pour la vie éternelle.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	025	MODIFY	Celui qui aime sa vie la perdra; et celui qui hait sa vie en ce monde, la conservera pour la vie éternelle.	Si quelqu'un me sert, qu'il me suive, et là où je suis, là aussi sera mon serviteur; si quelqu'un me sert, mon Père l'honorera.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	026	MODIFY	Si quelqu'un me sert, qu'il me suive, et là où je suis, là aussi sera mon serviteur; si quelqu'un me sert, mon Père l'honorera.	Maintenant mon âme est troublée; et que dirai-je? Père, délivre-moi de cette heure? Mais c'est pour cela même que je suis venu jusqu'à cette heure!
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	027	MODIFY	Maintenant mon âme est troublée; et que dirai-je? Père, délivre-moi de cette heure? Mais c'est pour cela même que je suis venu jusqu'à cette heure!	Père, glorifie ton nom! Alors il vint une voix du ciel qui dit: Je l'ai glorifié, et je le glorifierai encore!
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	028	MODIFY	Père, glorifie ton nom! Alors il vint une voix du ciel qui dit: Je l'ai glorifié, et je le glorifierai encore!	La foule qui était là, et qui avait entendu la voix, disait que c'était le tonnerre; d'autres disaient: Un ange lui a parlé.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	029	MODIFY	La foule qui était là, et qui avait entendu la voix, disait que c'était le tonnerre; d'autres disaient: Un ange lui a parlé.	Jésus prit la parole et dit: Ce n'est pas pour moi que cette voix s'est fait entendre, mais pour vous.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	030	MODIFY	Jésus prit la parole et dit: Ce n'est pas pour moi que cette voix s'est fait entendre, mais pour vous.	Maintenant a lieu le jugement de ce monde; maintenant le prince de ce monde va être jeté dehors.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	031	MODIFY	Maintenant a lieu le jugement de ce monde; maintenant le prince de ce monde va être jeté dehors.	Et moi, quand j'aurai été élevé de la terre, j'attirerai tous les hommes à moi.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	032	MODIFY	Et moi, quand j'aurai été élevé de la terre, j'attirerai tous les hommes à moi.	Il disait cela pour indiquer de quelle mort il devait mourir.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	033	MODIFY	Il disait cela pour indiquer de quelle mort il devait mourir.	La foule lui dit: Nous avons appris par la Loi que le Christ doit demeurer éternellement; comment peux-tu dire qu'il faut que le Fils de l'homme soit élevé? Qui est ce Fils de l'homme?
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	034	MODIFY	La foule lui dit: Nous avons appris par la Loi que le Christ doit demeurer éternellement; comment peux-tu dire qu'il faut que le Fils de l'homme soit élevé? Qui est ce Fils de l'homme?	Alors Jésus leur répondit: La lumière est encore parmi vous pour un peu de temps. Marchez pendant que vous avez la lumière, de peur que les ténèbres ne vous surprennent; celui qui marche dans les ténèbres ne sait où il va.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	035	MODIFY	Alors Jésus leur répondit: La lumière est encore parmi vous pour un peu de temps. Marchez pendant que vous avez la lumière, de peur que les ténèbres ne vous surprennent; celui qui marche dans les ténèbres ne sait où il va.	Pendant que vous avez de la lumière, croyez en la lumière, afin que vous deveniez des enfants de la lumière.
Holy-Bible---French---French-Synodale-Bible	043	JOH	012	036	MODIFY	Pendant que vous avez de la lumière, croyez en la lumière, afin que vous deveniez des enfants de la lumière.  Jésus parla ainsi; puis il s'en alla, et il se tint caché loin d'eux.	Jésus parla ainsi; puis il s'en alla, et il se tint caché loin d'eux.
Holy-Bible---French---French-Synodale-Bible	066	REV	001	005	MODIFY	et de la part de Jésus-Christ, le témoin fidèle, le premier-né d'entre les morts, le prince des rois de la terre.  A celui qui nous aime, qui nous a lavés de nos péchés par son sang,	et de la part de Jésus-Christ, le témoin fidèle, le premier-né d'entre les morts, le prince des rois de la terre.
Holy-Bible---French---French-Synodale-Bible	066	REV	001	006	MODIFY	et qui nous a faits rois et sacrificateurs pour Dieu son Père, à lui soient la gloire et la force, aux siècles des siècles! Amen.	A celui qui nous aime, qui nous a lavés de nos péchés par son sang, et qui nous a faits rois et sacrificateurs pour Dieu son Père, à lui soient la gloire et la force, aux siècles des siècles! Amen.
Holy-Bible---German---German-Elberfelder-1871	003	LEV	005	019	MODIFY	Es ist ein Schuldopfer; er hat sich gewißlich an Jehova verschuldet.	Es ist ein Schuldopfer; er hat sich gewißlich an Jehova verschuldet. Und Jehova redete zu Mose und sprach: Wenn jemand sündigt und Untreue wider Jehova begeht, daß er seinem Nächsten ein anvertrautes Gut ableugnet oder ein Darlehn oder etwas Geraubtes; oder er hat von seinem Nächsten etwas erpreßt, oder er hat Verlorenes gefunden, und leugnet es ab; und er schwört falsch über irgend etwas von allem, was ein Mensch tun mag, sich darin zu versündigen: so soll es geschehen, wenn er gesündigt und sich verschuldet hat, daß er zurückerstatte das Geraubte, das er geraubt, oder das Erpreßte, das er erpreßt hat, oder das Anvertraute, das ihm anvertraut worden ist, oder das Verlorene, das er gefunden hat, oder alles, worüber er falsch geschworen hat; und er soll es erstatten nach seiner vollen Summe und dessen Fünftel darüber hinzufügen; wem es gehört, dem soll er es geben am Tage seines Schuldopfers. Und sein Schuldopfer soll er Jehova bringen, einen Widder ohne Fehl vom Kleinvieh, nach deiner Schätzung, zum Schuldopfer, zu dem Priester; und der Priester soll Sühnung für ihn tun vor Jehova, und es wird ihm vergeben werden wegen irgend etwas von allem, was er getan hat, sich darin zu verschulden.
Holy-Bible---German---German-Elberfelder-1871	003	LEV	005	020	ADD	Und Jehova redete zu Mose und sprach:	
Holy-Bible---German---German-Elberfelder-1871	003	LEV	005	021	ADD	Wenn jemand sündigt und Untreue wider Jehova begeht, daß er seinem Nächsten ein anvertrautes Gut ableugnet oder ein Darlehn oder etwas Geraubtes; oder er hat von seinem Nächsten etwas erpreßt,	
Holy-Bible---German---German-Elberfelder-1871	003	LEV	005	022	ADD	oder er hat Verlorenes gefunden, und leugnet es ab; und er schwört falsch über irgend etwas von allem, was ein Mensch tun mag, sich darin zu versündigen:	
Holy-Bible---German---German-Elberfelder-1871	003	LEV	005	023	ADD	so soll es geschehen, wenn er gesündigt und sich verschuldet hat, daß er zurückerstatte das Geraubte, das er geraubt, oder das Erpreßte, das er erpreßt hat, oder das Anvertraute, das ihm anvertraut worden ist, oder das Verlorene, das er gefunden hat,	
Holy-Bible---German---German-Elberfelder-1871	003	LEV	005	024	ADD	oder alles, worüber er falsch geschworen hat; und er soll es erstatten nach seiner vollen Summe und dessen Fünftel darüber hinzufügen; wem es gehört, dem soll er es geben am Tage seines Schuldopfers.	
Holy-Bible---German---German-Elberfelder-1871	003	LEV	005	025	ADD	Und sein Schuldopfer soll er Jehova bringen, einen Widder ohne Fehl vom Kleinvieh, nach deiner Schätzung, zum Schuldopfer, zu dem Priester;	
Holy-Bible---German---German-Elberfelder-1871	003	LEV	005	026	ADD	und der Priester soll Sühnung für ihn tun vor Jehova, und es wird ihm vergeben werden wegen irgend etwas von allem, was er getan hat, sich darin zu verschulden.	
Holy-Bible---German---German-Elberfelder-1871	009	1SA	024	022	MODIFY	so schwöre mir nun bei Jehova, daß du meinen Samen nach mir nicht ausrotten und meinen Namen nicht vertilgen willst aus dem Hause meines Vaters!	so schwöre mir nun bei Jehova, daß du meinen Samen nach mir nicht ausrotten und meinen Namen nicht vertilgen willst aus dem Hause meines Vaters! Und David schwur Saul. Und Saul ging nach seinem Hause; David und seine Männer aber stiegen auf die Bergfeste.
Holy-Bible---German---German-Elberfelder-1871	009	1SA	024	023	ADD	Und David schwur Saul. Und Saul ging nach seinem Hause; David und seine Männer aber stiegen auf die Bergfeste.	
Holy-Bible---German---German-Elberfelder-1871	012	2KI	011	021	ADD	Sieben Jahre war Joas alt, als er König wurde.	
Holy-Bible---German---German-Elberfelder-1871	012	2KI	012	001	MODIFY	Im siebten Jahre Jehus wurde Joas König, und er regierte vierzig Jahre zu Jerusalem; und der Name seiner Mutter war Zibja, von Beerseba.	Sieben  [2. Chron. 24]   Jahre war Joas alt, als er König wurde. Im siebten Jahre Jehus wurde Joas König, und er regierte vierzig Jahre zu Jerusalem; und der Name seiner Mutter war Zibja, von Beerseba.
Holy-Bible---German---German-Elberfelder-1871	018	JOB	039	030	MODIFY	Und seine Jungen schlürfen Blut, und wo Erschlagene sind, da ist er.	Und seine Jungen schlürfen Blut, und wo Erschlagene sind, da ist er. Und Jehova antwortete Hiob und sprach: Will der Tadler rechten mit dem Allmächtigen? Der da Gott zurechtweist, antworte darauf! Und Hiob antwortete Jehova und sprach: Siehe, zu gering bin ich, was soll ich dir erwidern? Ich lege meine Hand auf meinen Mund. Einmal habe ich geredet, und ich will nicht mehr antworten,  [O. anheben]   und zweimal, und ich will es nicht mehr tun.
Holy-Bible---German---German-Elberfelder-1871	018	JOB	039	031	ADD	Und Jehova antwortete Hiob und sprach:	
Holy-Bible---German---German-Elberfelder-1871	018	JOB	039	032	ADD	Will der Tadler rechten mit dem Allmächtigen? Der da Gott zurechtweist, antworte darauf!	
Holy-Bible---German---German-Elberfelder-1871	018	JOB	039	033	ADD	Und Hiob antwortete Jehova und sprach:	
Holy-Bible---German---German-Elberfelder-1871	018	JOB	039	034	ADD	Siehe, zu gering bin ich, was soll ich dir erwidern? Ich lege meine Hand auf meinen Mund.	
Holy-Bible---German---German-Elberfelder-1871	018	JOB	039	035	ADD	Einmal habe ich geredet, und ich will nicht mehr antworten, [O. anheben] und zweimal, und ich will es nicht mehr tun.	
Holy-Bible---German---German-Elberfelder-1871	018	JOB	040	024	MODIFY	Wirst du mit ihm spielen wie mit einem Vogel, und ihn anbinden für deine Mädchen?	Wirst du mit ihm spielen wie mit einem Vogel, und ihn anbinden für deine Mädchen? Werden die Fischergenossen ihn verhandeln, ihn verteilen unter Kaufleute? Kannst du seine Haut mit Spießen füllen, und seinen Kopf mit Fischharpunen? Lege deine Hand an ihn, -gedenke des Kampfes, tue es nicht wieder!
Holy-Bible---German---German-Elberfelder-1871	018	JOB	040	025	ADD	Werden die Fischergenossen ihn verhandeln, ihn verteilen unter Kaufleute?	
Holy-Bible---German---German-Elberfelder-1871	018	JOB	040	026	ADD	Kannst du seine Haut mit Spießen füllen, und seinen Kopf mit Fischharpunen?	
Holy-Bible---German---German-Elberfelder-1871	018	JOB	040	027	ADD	Lege deine Hand an ihn, -gedenke des Kampfes, tue es nicht wieder!	
Holy-Bible---German---German-Elberfelder-1871	018	JOB	040	028	ADD	Siehe, eines jeden Hoffnung wird betrogen: wird man nicht schon bei seinem Anblick niedergeworfen?	
Holy-Bible---German---German-Elberfelder-1871	018	JOB	041	001	MODIFY	Niemand ist so kühn, daß er ihn aufreize. Und wer ist es, der sich vor mein Angesicht stellen dürfte?	Siehe, eines jeden Hoffnung wird betrogen: wird man nicht schon bei seinem Anblick niedergeworfen? Niemand ist so kühn, daß er ihn aufreize. Und wer ist es, der sich vor mein Angesicht stellen dürfte?
Holy-Bible---German---German-Elberfelder-1871	021	ECC	006	011	MODIFY	Denn es gibt viele Worte [O. Dinge,] welche die Eitelkeit mehren; welchen Nutzen hat der Mensch davon?	Denn es gibt viele Worte  [O. Dinge,]   welche die Eitelkeit mehren; welchen Nutzen hat der Mensch davon? Denn wer weiß, was dem Menschen gut ist im Leben, die Zahl der Tage seines eitlen Lebens, welche er wie ein Schatten verbringt? Denn wer kann dem Menschen kundtun, was nach ihm sein wird unter der Sonne?
Holy-Bible---German---German-Elberfelder-1871	021	ECC	006	012	ADD	Denn wer weiß, was dem Menschen gut ist im Leben, die Zahl der Tage seines eitlen Lebens, welche er wie ein Schatten verbringt? Denn wer kann dem Menschen kundtun, was nach ihm sein wird unter der Sonne?	
Holy-Bible---German---German-Elberfelder-1871	026	EZE	021	032	MODIFY	Umgestürzt, umgestürzt, umgestürzt will ich sie machen; auch dies wird nicht mehr sein-bis der kommt, welchem das Recht gehört: dem werde ichs geben.	Umgestürzt, umgestürzt, umgestürzt will ich sie machen; auch dies wird nicht mehr sein-bis der kommt, welchem das Recht gehört: dem werde ichs geben. Und du, Menschensohn, weissage und sprich: So spricht der Herr, Jehova, über die Kinder Ammon und über ihren Hohn; und sprich: Ein Schwert, ein Schwert, zur Schlachtung gezückt, geschliffen, damit es fresse, damit es blitze [während man dir Eitles  [O. Nichtiges, Falsches; so auch Kap. 22,28]   schaut, während man dir Lügen wahrsagt], um dich zu den Hälsen der erschlagenen Gesetzlosen zu legen, deren Tag gekommen ist zur Zeit der Ungerechtigkeit des Endes! Stecke es wieder in seine Scheide! An dem Orte, wo du geschaffen bist, in dem Lande deines Ursprungs, werde ich dich richten. Und ich werde meinen Zorn über dich ausgießen, das Feuer meines Grimmes wider dich anfachen; und ich werde dich in die Hand roher  [Eig. viehischer]   Menschen geben, welche Verderben schmieden. Du wirst dem Feuer zum Fraße werden, dein Blut wird inmitten des Landes sein; deiner wird nicht mehr gedacht werden. Denn ich, Jehova, habe geredet.
Holy-Bible---German---German-Elberfelder-1871	026	EZE	021	033	ADD	Und du, Menschensohn, weissage und sprich: So spricht der Herr, Jehova, über die Kinder Ammon und über ihren Hohn; und sprich: Ein Schwert, ein Schwert, zur Schlachtung gezückt, geschliffen, damit es fresse, damit es blitze [während man dir Eitles [O. Nichtiges, Falsches; so auch Kap. 22,28] schaut,	
Holy-Bible---German---German-Elberfelder-1871	026	EZE	021	034	ADD	während man dir Lügen wahrsagt], um dich zu den Hälsen der erschlagenen Gesetzlosen zu legen, deren Tag gekommen ist zur Zeit der Ungerechtigkeit des Endes!	
Holy-Bible---German---German-Elberfelder-1871	026	EZE	021	035	ADD	Stecke es wieder in seine Scheide! An dem Orte, wo du geschaffen bist, in dem Lande deines Ursprungs, werde ich dich richten.	
Holy-Bible---German---German-Elberfelder-1871	026	EZE	021	036	ADD	Und ich werde meinen Zorn über dich ausgießen, das Feuer meines Grimmes wider dich anfachen; und ich werde dich in die Hand roher [Eig. viehischer] Menschen geben, welche Verderben schmieden.	
Holy-Bible---German---German-Elberfelder-1871	026	EZE	021	037	ADD	Du wirst dem Feuer zum Fraße werden, dein Blut wird inmitten des Landes sein; deiner wird nicht mehr gedacht werden. Denn ich, Jehova, habe geredet.	
Holy-Bible---German---German-Elberfelder-1871	027	DAN	006	028	MODIFY	der da rettet und befreit, und Zeichen und Wunder tut im Himmel und auf der Erde: denn er hat Daniel aus der Gewalt der Löwen errettet.	der da rettet und befreit, und Zeichen und Wunder tut im Himmel und auf der Erde: denn er hat Daniel aus der Gewalt der Löwen errettet. Und dieser Daniel hatte Gedeihen unter der Regierung des Darius und unter der Regierung Kores, des Persers.
Holy-Bible---German---German-Elberfelder-1871	027	DAN	006	029	ADD	Und dieser Daniel hatte Gedeihen unter der Regierung des Darius und unter der Regierung Kores, des Persers.	
Holy-Bible---German---German-Elberfelder-1871	028	HOS	012	014	MODIFY	Und Jehova führte Israel durch einen Propheten aus Ägypten herauf, und durch einen Propheten wurde es gehütet.	Und Jehova führte Israel durch einen Propheten aus Ägypten herauf, und durch einen Propheten wurde es gehütet. Ephraim erzürnte ihn bitterlich, und sein Herr wird seine Blutschuld auf ihm lassen und seine Schmähung ihm vergelten.
Holy-Bible---German---German-Elberfelder-1871	028	HOS	012	015	ADD	Ephraim erzürnte ihn bitterlich, und sein Herr wird seine Blutschuld auf ihm lassen und seine Schmähung ihm vergelten.	
Holy-Bible---German---German-Elberfelder-1871	032	JON	002	010	MODIFY	Ich aber werde dir opfern mit der Stimme des Lobes [O. Dankes;] was ich gelobt habe, werde ich bezahlen. Bei Jehova [Eig. Jehovas] ist die Rettung.	Ich aber werde dir opfern mit der Stimme des Lobes  [O. Dankes;]   was ich gelobt habe, werde ich bezahlen. Bei Jehova  [Eig. Jehovas]   ist die Rettung. Und Jehova befahl dem Fische, und er spie Jona an das Land aus.
Holy-Bible---German---German-Elberfelder-1871	032	JON	002	011	ADD	Und Jehova befahl dem Fische, und er spie Jona an das Land aus.	
Holy-Bible---German---German-Elberfelder-1871	033	MIC	004	013	MODIFY	Mache dich auf und drisch, Tochter Zion! Denn ich werde dein Horn zu Eisen und deine Hufe zu Erz machen, und du wirst viele Völker zermalmen; und ich werde ihren Raub  [Eig. ihren unrechtmäßigen Gewinn]   dem Jehova verbannen  [d. h. weihen; vergl. 3. Mose 27,21 usw.,] und ihr Vermögen dem Herrn der ganzen Erde.	Mache dich auf und drisch, Tochter Zion! Denn ich werde dein Horn zu Eisen und deine Hufe zu Erz machen, und du wirst viele Völker zermalmen; und ich werde ihren Raub  [Eig. ihren unrechtmäßigen Gewinn]   dem Jehova verbannen  [d. h. weihen; vergl. 3. Mose 27,21 usw.,]   und ihr Vermögen dem Herrn der ganzen Erde. - Nun dränge dich zusammen, Tochter des Gedränges: man hat eine Belagerung gegen uns gerichtet; mit dem Stabe schlagen sie den Richter Israels auf den Backen.
Holy-Bible---German---German-Elberfelder-1871	033	MIC	004	014	ADD	Nun dränge dich zusammen, Tochter des Gedränges: man hat eine Belagerung gegen uns gerichtet; mit dem Stabe schlagen sie den Richter Israels auf den Backen.	
Holy-Bible---German---German-Elberfelder-1871	047	2CO	013	012	MODIFY	Grüßet einander mit heiligem Kuß.	Grüßet einander mit heiligem Kuß. Es grüßen euch die Heiligen alle.
Holy-Bible---German---German-Elberfelder-1871	047	2CO	013	013	MODIFY	Es grüßen euch die Heiligen alle.	Die Gnade des Herrn Jesu Christi und die Liebe Gottes und die Gemeinschaft des Heiligen Geistes sei mit euch allen!
Holy-Bible---German---German-Elberfelder-1871	047	2CO	013	014	ADD	Die Gnade des Herrn Jesu Christi und die Liebe Gottes und die Gemeinschaft des Heiligen Geistes sei mit euch allen!	
Holy-Bible---German---German-Elberfelder-1871	058	HEB	001	001	MODIFY	Nachdem Gott vielfältig und auf vielerlei Weise ehemals  [O. vor alters]   zu den Vätern geredet hat in den  [O. durch die]   Propheten,	Nachdem Gott vielfältig und auf vielerlei Weise ehemals  [O. vor alters]   zu den Vätern geredet hat in den  [O. durch die]   Propheten, hat er am Ende dieser Tage zu uns geredet im Sohne,  [d. h. in der Person des Sohnes, nicht nur durch den Sohn; es ist bezeichnend, daß der Artikel im Griechischen fehlt]
