# File Name: Hebrew_Lexicon_Tyndale.txt
# File Size: 1254822     
# File Date: 02/15/2021 14:23:07
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Hebrew Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Abridged BDB by http://onlinebible.net, edited by Tyndale House Cambridge
# Source Definitions Copyright: Larry Pierce, larrypierce@alumni.uwaterloo.ca
# Source Definitions Copyright: Explicit usage permission required to use definition in your application
# Source Definitions Copyright: Larry Pierce granted permission for Nainoia Inc applications on 3/11/2019
#
# COLUMNS
#	STRONGS
#		These Extended Strong Numbers are mapped to BDB (and thereby to other modern lexicons) by OpenScriptures.org.
#		This adds about 800 words which are found in modern lexicons but were not differentiated by Strong.
#		Numbers beyond 9000 include non-lexical prefixes and suffixed. They were created by Tyndale House, Cambridge
#		They are designed to be backward compatible with software that uses Strongs numbers. 
#	WORD
#		Hebrew form	based on BDB, then normalised
#	TRANS
#		Transliteration
#	GLOSS
#		A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH
#		These were created by Tyndale scholars as a simple grammatical value of the main word represented as Language:Type-Gender-Extra. 
#		Language:Type-Gender-Extra.   Language is A=Aramaic, H=Hebrew, G=Greek and n+Name (which is not language specific). 
#		Type is A=Adjective, Adv=Adverb, Art=Article, Cond=Conditional, Conj=Conjunction, Cor=Correlative, DemP=Demonstrative Pn, ImpP=Impersonal Pn, Intg=Interogative,
#			Intj=Interjection, N=Noun, Neg=Negative, Part=Particle, Prep=Preposition, PerP=Personal Pn, PosP=Possessive Pn, RefP=Reflexive Pn, RelP=Relative Pn, V=Verb. 
#		Gender is F=Female, M=Male, N=Neuter, C=Common and P or S is optionally added for Plural Singular
#		Extra for Names is L=Location, P=Person, LG/PG=Gentilic, T=Title (i.e. any other capitalised nouns such as titles, months, gods, planets etc)
#
#		(notes re Morph)
#		Location is only used for places not named after people - eg: Israel = N:N-M-P (for the Person, and nation); Jerusalem = N:N--L; Canaanite is N:N-M-LG; Israelitess is N:N-F-PG
#		Location is a geographical entity such as river, mountain or city eg "Dan", but Gentilic is used for Amon, Syria, Judah, or the tribal area of Dan. The idea is that someone from
#		Dan is probably related to Dan unless he is called a Hittite, but someone from Jerusalem or the city of Dan could be from anywhere even though he is named after the city.
#		So a "Shulemite" (who is prob from Salem ie Shalem aka Jerusalem) is dark-skinned and perhaps not a native from the area.
#		Title is a misc category that incl names of gods, musical term & months and offices such as Pharaoh unless referring to an individual eg Pharaoh Necho who is N:N-M-P
#		When F or M occ with L or T it refers to the gender of that person, not the location, so Jerusalem = N:N--L, Jerusalemites = N:N-G-L, Jerusalemitess = N:N-F-L 
#		When Gentilics related to a person the STEP_LexicalTag points to the Person eg Danites => Dan.  When Gentilics point to a place, the STEP_LexicalTag points to that place,
#		eg Gileadites => Gilead. When there is no numbered tag for the person or place, we probably aren't sure what it is, so the STEP_LexicalTag doesn't have anywhere different to point,
#		eg. Girgashites. Some very common Gentilics (eg Levite) have gained a meaning of their own which may be related to a person but much less so - so the STEP_LexicalTag does not
#		redirect to the entry for that person. 
#		Odd ones: Jew=N:N-G-P, Jewish=N:A, Jewess+Ammonitess=N:N-G-P-F, Canaanite-trader=N:N-G-P / N:N-G-T, Chaldean-magi=N:N-G-L / N:N-G-T,
#			Nephusim=N:N-G-T, Rephaim=N:N-G-P / N:N-G-T, Shulamite+Shunammite+Carmelitess+Jezreelitess=N:N-F-L
#	DEF
#		Definitions are based on the Abridged BDB by Online Bible, and edited to conform with the extended Strongs. They are for guidence only.
#		Permission should be gained from Online Bible before these are applied in any project.  These defs refer to J. Green's A Concise Lexicon
#		of the Biblical Languages (CLBL) and Harris, Archer, & Waltke's Theological Wordbook of the Old Testament (TWOT),
#		These definitions were edited to align with the augmented Strongs by Tyndale House Cambridge. 
#
STRONGS	WORD	TRANS	GLOSS	MORPH	DEF
H1142	בְּנֵי יַעֲקָ֑ן	be.ne ya.a.qan	Bene-jaakan	N:N--L	Bene-jaakan = "sons of twisting" an Israelite place of encampment in the wilderness (same as H885)
H1143	בֵּנַיִם	be.na.yim	champion	H:N-M	between, space between two armies 1a) man of the space between armies, i.e. champion (of Goliath) (meton)
H1144	בִּנְיָמִין	bin.ya.min	Benjamin	N:N-M-P	Benjamin = "son of the right hand" 1) Jacob's and Rachel's youngest son, Joseph's full brother 2) son of Bilhan, great-grandson of Benjamin 3) a Benjamite, one of the sons of Harim, in the time of Ezra who had taken a strange wife 4) the tribe descended from Benjamin, the son of Jacob
H1145	בֶּן־יְמִינִי	ben-y.mi.ni	Benjamite	N:N--PG	Benjamite = "a son of the right hand" one of the tribe of Benjamin
H1146	בִּנְיָן	bin.yan	building	H:N-M	structure, building
H1147	בִּנְיָן	bin.yan	building	A:N-M	a building, structure
H1148	בְּנִ֑ינוּ	be.ni.nu	Beninu	N:N-M-P	Beninu = "our son" a returning Levite exile who sealed the covenant with Nehemiah
H1149	בְּנַס	be.nas	be angry	A:V	(P'al) to be angry
H1150	בִּנְעָא	bin.a	Binea	N:N-M-P	Binea or Bineah = fountain a descendant of Jonathan
H1151	בֶּן־עַמִּי	ben-am.mi	Ben-ammi	N:N-M-P	Ben-ami = "son of my people" son of Lot, born to his second daughter, progenitor of the Ammonites
H1152	בְּסוֹדְיָ֑ה	be.so.de.yah	Besodeiah	N:N-M-P	Besodeiah = "with the counsel of Jehovah" or "in the secret of the Lord" father of one of the repairers of the wall of Jerusalem in the time of Nehemiah
H1153	בֵּסַי	be.say	Besai	N:N-M-P	Besai = "my treading" a temple slave (or group of slaves) who returned with Zerubbabel
H1154	בֶּסֶר	be.ser	unripe grape	H:N-M	unripe or sour grapes
H1155	בֹּ֫סֶר	bo.ser	unripe grape	H:N-M	unripe grapes, sour grapes
H1156	בְּעָא	be.a	to ask	A:V	to ask, seek, request, desire, pray, make petition 1a) (P'al) 1a1) to ask, request 1a2) to seek (for favour)
H1157	בַּ֫עַד	be.ad	about/through/for	H:Prep	behind, through, round about, on behalf of, away from, about 1a) through (of action) 1b) behind (with verbs of shutting) 1c) about (with verbs of fencing) 1d) on behalf of (metaph. especially with Hithpael)
H1158	בָּעָה	ba.ah	to enquire	H:V	to seek out, swell, cause to swell, boil up, enquire 1a) (Qal) 1a1) to seek, enquire 1a2) to cause to boil up 1b) (Niphal) 1b1) to be searched out 1b2) to be swelling, bulging, swelling out
H1159	בָּעוּ	ba.u	petition	A:N-F	1) petition, request 2) prayer (always in Jewish liturgy)
H1160	בְּעוֹר	be.or	Beor	N:N-M-P	Beor = "burning" 1) father of Balaam 2) father of Bela, king of Edom
H1161	בִּעוּתִים	bi.u.tim	terror	H:N-M	terrors, alarms (occasioned by God)
H1162	בֹּ֫עַז	bo.az	Boaz	N:N-M-P	Boaz = "fleetness" 1) ancestor of David, kinsman-redeemer to Ruth, daughter-in-law of Naomi 2) name of the left of two brazen pillars, 18 cubits high, erected in the porch of Solomon's temple
H1163	בָּעַט	ba.at	to kick	H:V	to kick, kick at 1a) (Qal) 1a1) to kick 1a2) to kick at 1a3) to desire (fig.)
H1164	בְּעִי	be.i	ruins	H:N-M	ruin, heap of ruins
H1165	בְּעִיר	be.ir	cattle	H:N-M	beasts, cattle
H1166	בָּעַל	ba.al	to marry	H:V	to marry, rule over, possess, own 1a) (Qal) 1a1) to marry, be lord (husband) over 1a2) to rule over 1b) (Niphal) to be married
H1167	בַּעַל	ba.al	master	H:N-M	owner, husband, lord 1a) owner 1b) a husband 1c) citizens, inhabitants 1d) rulers, lords 1e) (noun of relationship used to characterise-ie, master of dreams)
H1168a	בַּעַל	ba.al	Baal	N:N-M-T	Baal = "lord" n pr m esp. lord, specif. as divine name, Baal 1a) supreme male divinity of the Phoenicians or Canaanites
H1168b	בַּ֫עַל	ba.al	Baal	N:N-M-P/N:N--L	Baal = "lord" n pr m 1) a Reubenite 2) the son of Jehiel and grandfather of Saul n pr loc 3) a town of Simeon, probably identical to Baalath-beer
H1169	בְּעֵל	be.el	commander	A:N-M	owner, lord
H1170	בַּעַל בְּרִית	ba.al be.rit	Baal-berith	N:N-M-T	Baal-berith = "lord of the covenant" a god of the Philistines
H1171	בַּ֫עַל גָּד	ba.al gad	Baal-gad	N:N--L	Baal-gad = "lord of fortune" a city noted for Baal-worship, located at the most northern or northwestern point to which Joshua's victories extended
H1172	בַּעֲלָה	ba.a.lah	mistress	H:N-F	1) mistress, female owner 2) sorceress, necromancer (noun of relationship)
H1173	בַּעֲלָה	ba.a.lah	Baalah	N:N--L	Baalah = "mistress" 1) another name for Kirjath-jearim or Kirjath-baal; modern Kuriet el Enab 2) a town in the south of Judah, also called Balah and Bilhah
H1174	בַּ֫עַל הָמוֹן	ba.al ha.mon	Baal-hamon	N:N--L	Baal-hamon = "lord (possessor) of abundance" the site of Solomon's vineyard
H1175	בְּעָלוֹת	be.a.lot	Bealoth	N:N--L	Baalath or Bealoth = "mistresses" a town in south Judah
H1176	בַּעַל זְבוּב	ba.al ze.vuv	Baal-zebub	N:N-M-T	Baal-zebub = "lord of the fly" a Philistine deity worshipped at Ekron
H1177	בַּ֫עַל חָנָן	ba.al cha.nan	Baal-hanan	N:N-M-P	Baal-hanan = "Baal is gracious" 1) an early king of Edom 2) one of David's officers, a Gederite, who had the superintendence of his olive and sycamore plantations
H1178	בַּ֫עַל חָצוֹר	ba.al cha.tsor	Baal-hazor	N:N--L	Baal-hazor = "lord of the village" a town on the border between Ephraim and Benjamin, apparent location of a sheep farm of Absalom and location of Amnon's murder
H1179	בַּ֫עַל חֶרְמוֹן	ba.al cher.mon	Baal-hermon	N:N--L	Baal-hermon or Baal-chermon = "lord of destruction" a city near or on Mount Hermon, named as a seat of Baal worship
H1180	בַּעֲלִי	ba.a.li	Baali	N:N-M-T	Baali = "my lord" a deity in the northern kingdom, variation of the name 'Baal'
H1181	בַּעֲלֵי בָּמוֹת	ba.a.le ba.mot	Baal-bamoth	N:N--LG	Baale-bamoth = "the lords of the high places" the people of Arnon, east of Jordan
H1182	בְּעֶלְיָדָע	be.el.ya.da	Beeliada	N:N-M-P	Beeliada = "the lord knows" a son of David, born in Jerusalem, elsewhere named 'Eliada'
H1183	בַּעַלְיָה	be.al.yah	Bealiah	N:N-M-P	Bealiah = "Jehovah is master" a Benjamite who went over to David at Ziklag and was one of David's mighty warriors
H1184	בַּעֲלֵי יְהוּדָה	ba.a.le ye.hu.dah	Baale-judah	N:N--L	Baale-Judah = "the lords of Judah" a place in Judah named for the Baalim, also known as Kirjath-jearim, Kirjath-baal; modern Kuriet el Enab
H1185	בַּעֲלִיס	ba.a.lis	Baalis	N:N-M-P	Baalis = "lord of the banner: in causing the joy" king of the Ammonites at the time of the destruction of Jerusalem by Nebuchadnezzar
H1186	בַּ֫עַל מְעוֹן	ba.al me.on	Baal-meon	N:N--L	Baal-meon = "lord of the habitation" a town in Reuben, mentioned in connection with Nebo, and in the time of Ezekiel, Moabite
H1187	בַּ֫עַל פְּעוֹר	ba.al pe.or	Baal-peor	N:N-M-T	Baal-peor = "lord of the gap" the deity worshipped at Peor with probable licentious rites
H1188	בַּ֫עַל פְּרָצִים	ba.al pe.ra.tsim	Baal-perazim	N:N--L	Baal-perazim = "lord of the breaks" the site of a victory of David over the Philistines, and of a great destruction of their images; also called 'Mount Perazim'
H1189	בַּ֫עַל צְפוֹן	ba.al tse.phon	Baal-zephon	N:N--L	Baal Tsphon or Baal-zephon = "lord of the north" a place in Egypt near the Red Sea where Pharaoh and his army were destroyed during the Exodus
H1190	בַּ֫עַל שָׁלִשָׁה	ba.al sha.li.shah	Baal-shalishah	N:N--L	Baal-shalisha = "thrice-great lord" a place in Ephraim near Gilgal
H1191	בַּעֲלָת	ba.a.lat	Baalath	N:N--L	Baalath = "mistress" a town in Dan
H1192	בַּעֲלַת בְּאֵר	ba.a.lat be.er	Baalath-beer	N:N--L	Baalath-beer = "mistress of the well" a town in the south part of Judah, given to Simeon, which also bore the name of 'Ramath-negeb'
H1193	בַּ֫עַל תָּמָר	ba.al ta.mar	Baal-tamar	N:N--L	Baal-tamar = "lord of the palms" a place near Gibeah in Benjamin
H1194	בְּעֹן	be.on	Beon	N:N--L	Beon = "in the dwelling: indwelling" a place or city in Reuben
H1195	בַּעֲנָא	ba.a.na	Baana	N:N-M-P	Baana or Baanah = "in the affliction" 1) the son of Ahilud, Solomon's commissariat officer in Jezreel and the north of the Jordan valley 2) another of Solomon's officers 3) father of Zadok who assisted in rebuilding the wall of Jerusalem under Nehemiah
H1196	בַּעֲנָה	ba.a.nah	Baanah	N:N-M-P	Baana or Baanah = "in affliction" 1) a Benjamite, son Rimmon, who with his brother Rechab murdered Ish-bosheth. For this, killed by David, mutilated bodies hung up over the pool at Hebron 2) a Netophathite, father of Heleb or Heled, one of David's mighty warriors 3) the head of a family of exiles returning with Zerubbabel 4) a chief of the people
H1197a	בָּעַר	ba.ar	to burn	H:V	to burn, consume, kindle, be kindled 1a) (Qal) 1a1) to begin to burn, be kindled, start burning 1a2) to burn, be burning 1a3) to burn, consume 1a4) Jehovah's wrath, human wrath (fig.) 1b) (Piel) 1b1) to kindle, burn 1b2) to consume, remove (of guilt) (fig.) 1c) (Hiphil) 1c1) to kindle 1c2) to burn up 1c3) to consume (destroy) 1d) (Pual) to burn
H1197b	בָּעַר	ba.ar	be brutish	H:V	v denom to be stupid, brutish, barbarous 1a) (Qal) to be stupid, dull-hearted, unreceptive 1b) (Niphal) to be stupid, dull-hearted 1c) (Piel) to feed, graze 1d) (Hiphil) to cause to be grazed over
H1198	בַּ֫עַר	ba.ar	stupid	H:N-M	brutishness, stupidity, brutish (person)
H1199	בַּעֲרָא	ba.a.ra	Baara	N:N-F-P	Baara = "brutish" one of the wives of Shaharaim, a Benjamite
H1200	בְּעֵרָה	be.e.rah	fire	H:N-F	burning, fire
H1201	בַּעְשָׁא	ba.sah	Baasha	N:N-M-P	Baasha = "wicked" third king of the northern kingdom of Israel and the founder of its second dynasty having killed the second king, Nadab
H1202	בַּעֲשֵׂיָה	ba.a.se.yah	Baaseiah	N:N-M-P	Baaseiah = "in the service of Jehovah" a Gershonite Levite, one of the forefathers of Asaph the singer
H1203	בְּעֶשְׁתְּרָה	be.esh.te.rah	Beeshterah	N:N--L	Beeshterah = "with increase" a Levitical city in Manasseh, east of the Jordan; probably identical with 'Ashtaroth'
H1204	בָּעַת	ba.at	to terrify	H:V	to terrify, startle, fall upon, dismay, be overtaken by sudden terror 1a) (Niphal) to be terrified 1b) (Piel) 1b1) to fall upon, overwhelm 1b2) to terrify
H1205	בְּעָתָה	be.a.tah	terror	H:N-F	terror, dismay
H1206	בֹּץ	bots	mire	H:N-M	mire
H1207	בִּצָּה	bits.tsah	swamp	H:N-F	swamp, marsh
H1208	בָּצוֹר	ba.tsor	old-growth	H:N-M	1) vintage 2) (CLBL) inaccessible
H1209	בֵּצָ֑י	be.tsay	Bezai	N:N-M-P	Bezai = "conqueror" a chief of the returning exiles in the time of Ezra
H1210	בָּצִיר	ba.tsir	vintage	H:N-M	vintage
H1211	בָּצָל	be.tsel	onion	H:N-M	onion
H1212	בְּצַלְאֵל	be.tsal.el	Bezalel	N:N-M-P	Bezaleel = "in the shadow (i.e. protection) of God" 1) son of Uri and grandson of Hur; a skilled Judahite artisan in all works of metal, wood, and stone and one of the architects of the tabernacle 2) an Israelite, one of the sons of Pahath-moab, in the time of Ezra who had taken a strange wife
H1213	בַּצְלוּת	bats.lut	Bazluth	N:N-M-P	Bazlith or Bazluth = "asking" a head of a family of exiles returning with Zerubbabel
H1214	בָּצַע	ba.tsa	to cut off/covet	H:V	to cut off, break off, gain by unrighteous violence, get, finish, be covetous, be greedy 1a) (Qal) 1a1) to cut off 1a2) to stop 1a3) to gain wrongfully or by violence 1b) (Piel) 1b1) to cut off, sever 1b2) to finish, complete, accomplish 1b3) to violently make gain of
H1215	בֶּ֫צַע	be.tsa	unjust-gain	H:N-M	profit, unjust gain, gain (profit) acquired by violence
H1216	בָּצֵק	ba.tseq	to swell	H:V	(Qal) to swell, become blistered
H1217	בָּצֵק	ba.tseq	dough	H:N-M	dough (unleavened)
H1218	בׇּצְקַת	bots.qat	Bozkath	N:N--L	Bozkath or Boscath = "rocky height" a city in Judah in the lowlands toward the Philistines, home of Josiah's mother
H1219	בָּצַר	ba.tsar	to gather/restrain/fortify	H:V	to gather, restrain, fence, fortify, make inaccessible, enclose 1a) (Qal) 1a1) to cut off 1a2) fortified, cut off, made inaccessible (pass participle) 1a3) secrets, mysteries, inaccessible things (subst) 1b) (Niphal) to be withheld 1c) (Piel) to fortify
H1220	בֶּ֫צֶר	be.tser	gold	H:N-M	gold, precious ore, ring-gold
H1221	בֶּ֫צֶר	be.tser	Bezer	N:N-M-P/N:N--L	Bezer = "gold ore" or "remote fortress" n pr m 1) son of Zophah, one of the heads of the houses of Asher n pr loc 2) a city of refuge in Reuben in the downs on the east of the Jordan
H1222	בְּצַר	be.tsar	gold	H:N-M	precious ore, gold, ring-gold
H1223	בׇּצְרָה	bots.rah	enclosure	H:N-F	enclosure, fold, sheepfold (AV-Bozrah)
H1224	בׇּצְרָה	bots.rah	Bozrah	N:N--L	Bozrah = "sheepfold" or "fortress" 1) a town in Edom 2) a town in Moab
H1225	בִּצָּרוֹן	bits.tsa.ron	stronghold	H:N-M	stronghold
H1226	בַּצֹּרֶת	bats.tso.ret	drought	H:N-F	dearth, drought, destitution
H1227	בַּקְבּוּק	baq.buq	Bakbuk	N:N-M-P	Bakbuk = "bottle" a head of a family of temple-slaves returning from exile with Zerubbabel
H1228	בַּקְבֻּק	baq.buq	flask	H:N-M	flask, bottle
H1229	בַּקְבֻּקְיָה	baq.buq.yah	Bakbukiah	N:N-M-P	Bakbukiah = "wasting of Jehovah" a Levite in the time of Nehemiah
H1230	בַּקְבַּקַּר	baq.baq.qar	Bakbakkar	N:N-M-P	Bakbakkar = "se" a Levite, apparently a descendant of Asaph
H1231	בֻּקִּי	buq.qi	Bukki	N:N-M-P	Bukki = "wasting" 1) son of Abishua and father of Uzzi, fifth from Aaron in the line of the high priests 2) son of Jogli, prince of the tribe of Dan, one of the ten men chosen to apportion the land of Canaan between the tribes
H1232	בֻּקִּיָּ֫הוּ	buq.qiy.yah	Bukkiah	N:N-M-P	Bukkiah = "Jehovah has emptied" a Kohathite Levite, of the sons of Heman, one of the musicians in the temple
H1233	בְּקִיעַ	be.qi.a	breach	H:N-M	fissure, breach, cleft
H1234	בָּקַע	ba.qa	to break up/open	H:V	to split, cleave, break open, divide, break through, rip up, break up, tear 1a) (Qal) 1a1) to cleave, cleave open 1a2) to break through, break into 1b) (Niphal) 1b1) to be cleft, be rent open, be split open 1b2) to be broken into 1c) (Piel) 1c1) to cleave, cut to pieces, rend open 1c2) to break through, break down 1d) (Pual) 1d1) to be ripped open, be torn open 1d2) to be rent 1d3) to be broken into 1e) (Hiphil) 1e1) to break into 1e2) to break through 1f) (Hophal) to be broken into 1g) (Hithpael) to burst (themselves) open, cleave asunder
H1235	בֶּ֫קַע	be.qa	bekah	H:N-M	1) half, part also called "shekel of the sanctuary" or "holy shekel" 2) half a shekel (meton) There appears to be at least three different shekels, one of silver, gold and copper. See a Bible Dictionary for a complete treatment of the subject.
H1236	בִּקְעָא	biq.a	plain	A:N-F	plain
H1237	בִּקְעָה	biq.ah	valley	H:N-F	1) valley 2) plain, level valley
H1238a	בָּקַק	ba.qaq	be luxuriant	H:V	to be luxuriant
H1238b	בָּקַק	ba.qaq	to empty	H:V	to empty 1a) (Qal) 1a1) to empty, lay waste 1a2) to make void (fig.) 1b) (Niphal) to be emptied 1c) (Polel) to empty out, devastate
H1239	בָּקַר	ba.qar	to enquire	H:V	to seek, enquire, consider 1a) (Piel) 1a1) to seek, look for 1a2) to consider, reflect
H1240	בְּקַר	be.qar	to enquire	A:V	to seek, enquire 1a) (Pael) to enquire 1b) (Ithpael) to let search be made
H1241	בָּקָר	ba.qar	cattle	H:N-M	cattle, herd, oxen, ox 1a) cattle (generic pl. but sing. in form-coll) 1b) herd (particular one) 1c) head of cattle (individually)
H1242	בֹּ֫קֶר	bo.qer	morning	H:N-M	morning, break of day 1a) morning 1a1) of end of night 1a2) of coming of daylight 1a3) of coming of sunrise 1a4) of beginning of day 1a5) of bright joy after night of distress (fig.) 1b) morrow, next day, next morning
H1243	בַּקָּרָה	baq.qa.rah	seeking	H:N-F	a seeking, a care, concern
H1244	בִּקֹּ֫רֶת	biq.qo.ret	scourging	H:N-F	punishment (after judicial enquiry), compensation
H1245	בָּקַשׁ	ba.qash	to seek	H:V	to seek, require, desire, exact, request 1a) (Piel) 1a1) to seek to find 1a2) to seek to secure 1a3) to seek the face 1a4) to desire, demand 1a5) to require, exact 1a6) to ask, request 1b) (Pual) to be sought
H1246	בַּקָּשָׁה	baq.qa.shah	request	H:N-M	request, entreaty, petition
H1247	בַּר	bar	son	A:N-M	son
H1248	בַּר	bar	son	H:N-M	son, heir
H1249	בַּר	bar	pure	H:A	adj 1) pure, clear, sincere 2) clean, empty adv 3) purely
H1250a	בַּר		grain	H:N-M	corn, grain
H1250b	בָּר	bar	field	H:N-M	field (Aram. usage)
H1251	בַּר	bar	field	A:N-M	field
H1252	בֹּר	bor	cleanness	H:N-M	cleanness, pureness
H1253	בֹּר	bor	lye	H:N-M	lye, potash, alkali used in smelting metal
H1254a	בָּרָא	ba.ra	to create	H:V	to create, shape, form 1a) (Qal) to shape, fashion, create (always with God as subject) 1a1) of heaven and earth 1a2) of individual man 1a3) of new conditions and circumstances 1a4) of transformations 1b) (Niphal) to be created 1b1) of heaven and earth 1b2) of birth 1b3) of something new 1b4) of miracles 1c) (Piel) 1c1) to cut down 1c2) to cut out
H1254b	בָּרָא	ba.ra	to fatten	H:V	to be fat 1a) (Hiphil) to make yourselves fat
H1255	בְּרֹאדַךְ בַּלְאֲדָן	be.ro.dakh bal.a.dan	Merodach-baladan	N:N-M-P	Berodach-baladan = "worshipper of Baal" king of Babylon in the days of Hezekiah
H1256	בְּרָאיָה	be.ra.yah	Beraiah	N:N-M-P	Beraiah = "Jehovah has created" son of Shimhi, a chief man of Benjamin
H1257	בַּרְבֻּרִים	bar.bur	fowl	H:N-M	1) (CLBL) fowl, birds 2) (BDB/TWOT) birds fattened for table of Solomon
H1258	בָּרַד	ba.rad	to hail	H:V	(Qal) to hail
H1259	בָּרָד	ba.rad	hail	H:N-M	hail 1a) of God's judgment (fig.)
H1260	בֶּ֫רֶד	be.red	Bered	N:N-M-P/N:N--L	Bered = "hail" n pr m 1) a son or descendant of Ephraim n pr loc 2) a place in the south of Palestine, near Kadesh, near the well Lahairoi
H1261	בָּרֹד	ba.rod	spotted	H:A	spotted, marked
H1262	בָּרָה	ba.rah	to eat	H:V	to eat, consume 1a) (Qal) to eat 1b) (Piel) for eating, devouring 1c) (Hiphil) to cause to eat
H1263	בָּרוּךְ	ba.rukh	Baruch	N:N-M-P	Baruch = "blessed" 1) friend, amanuensis, and faithful attendant of Jeremiah 2) a priest, the son of Zabbai who assisted Nehemiah in rebuilding the walls of Jerusalem 3) a priest, or family of priests, who signed the covenant with Nehemiah 4) son of Col-hozeh, a descendant of Perez or Pharez, the son of Judah
H1264	בְּרֹמִים	be.rom	rich apparel	H:N-M	variegated cloth, damask
H1265	בְּרוֹשׁ	be.rosh	cypress	H:N-M	cypress, fir, juniper, pine 1a) a noble tree (lit.) 1b) of stateliness (fig.) 1c) material for temple
H1266	בְּרוֹת	be.rot	cypress	H:N-M	cypress, fir, juniper, pine
H1267	בָּרוּת	ba.rut	food	H:N-F	food
H1268a	בֵּר֫וֹתָה	be.ro.tah	Berothah	N:N--L	Berothah or Berothai = "cypress grove" a place near Hamath
H1268b	בֵּרֹתַי		Berothai	N:N--L	Berothah or Berothai = "cypress grove" a city belonging to Hadadezer
H1269	ברזות	bir.zot	Birzavith	N:N-M-P	Birzavith or Birzath = "in leanness: choice olive" a descendant of Asher
H1270	בַּרְזֶל	bar.zel	iron	H:N-M	1) iron 1a) iron 1a1) iron ore 1a2) as material of furniture, utensils, implements 2) tool of iron 3) harshness, strength, oppression (fig.)
H1271	בַּרְזִלַּי	bar.zil.lay	Barzillai	N:N-M-P	Barzillai = "my iron" 1) a Gileadite leader who helped David defeat Absalom's rebellion 2) a priest, son-in-law to Barzillai the Gileadite 3) an Israelite from Mahalath whose son Adriel married Michal, Saul's daughter
H1272	בָּרַח	ba.rach	to flee	H:V	to go through, flee, run away, chase, drive away, put to flight, reach, shoot (extend), hurry away 1a) (Qal) 1a1) to go, pass through 1a2) to flee 1a3) to hasten, come quickly 1b) (Hiphil) 1b1) to pass through 1b2) to cause to flee, put to flight 1b3) to drive away
H1273	בַּרְחֻמִי	bar.chu.mi	Barhumite	N:N--LG	Barhumite = "son of the blackened: in the pitied" a person from Bahurim, a village apparently on or close to the road leading up from the Jordan valley to Jerusalem, and near the south boundary of Benjamin
H1274	בִּרְיָה	be.ri	fat	H:A	1) fat 2) (TWOT) fat, fatter, fed, firm, plenteous, rank
H1275	בֵּרִי	be.ri	Beri	N:N-M-P	Beri = "a well" son of Zophah, of the tribe of Asher
H1276	בֵּרִים	be.ri	Berite	N:N--LG	Berites = "my well: of the well" a tribe who are named with Abel and Beth-maachah, and who were therefore doubtless situated in the north of Palestine
H1277	בָּרִיא	ba.ri	fat	H:A	1) fat 2) (TWOT) fat, fatter, fed, firm, plenteous, rank
H1278	בְּרִיאָה	be.ri.ah	creation	H:N-F	a creation, created thing, new thing, marvel
H1279	בִּרְיָה	bir.yah	food	H:N-F	food
H1280	בְּרִיחַ	be.ri.ach	bar	H:N-M	1) bar 1a) of wood 1b) of city gates 2) of tribulation, a fortress, of the earth as a prison (fig.)
H1281	בָּרִיחַ	ba.ri.ach	fleeing	H:N-M	adj 1) fleeing subst 2) fugitive
H1282	בָּרִיחַ	ba.ri.ach	Bariah	N:N-M-P	Bariah = "fleeing" or "fugitive" son of Shemaiah and descendant of the royal family of Judah
H1283	בְּרִיעָה	be.ri.ah	Beriah	N:N-M-P	Beriah = "with a friend" 1) a son of Asher 2) a son of Ephraim 3) a Benjamite 4) a Levite
H1284	בְּרִיעִי	be.ri.i	Beriite	N:N--PG	Beriites = "in evil" one of the family of Beriah
H1285	בְּרִית	be.rit	covenant	H:N-F	1) covenant, alliance, pledge 1a) between men 1a1) treaty, alliance, league (man to man) 1a2) constitution, ordinance (monarch to subjects) 1a3) agreement, pledge (man to man) 1a4) alliance (of friendship) 1a5) alliance (of marriage) 1b) between God and man 1b1) alliance (of friendship) 1b2) covenant (divine ordinance with signs or pledges) 2) (phrases) 2a) covenant making 2b) covenant keeping 2c) covenant violation
H1286	בְּרִית	be.rit	Berith	N:N-M-T	Berith = "covenant" in the name of Baal-berith, a foreign deity worshipped in Shechem
H1287	בֹּרִית	bo.rit	lye	H:N-F	lye, potash, soap, alkali (used in washing)
H1288	בָּרַךְ	ba.rakh	to bless	H:V	1) to bless, kneel 1a) (Qal) 1a1) to kneel 1a2) to bless 1b) (Niphal) to be blessed, bless oneself 1c) (Piel) to bless 1d) (Pual) to be blessed, be adored 1e) (Hiphil) to cause to kneel 1f) (Hithpael) to bless oneself 2) (TWOT) to praise, salute, curse
