Variant manuscript abbreviations in tagged texts, but undefined
===


FIX_REF	Greek	ref='41_Mat.012.029'	word='διαρπάσει'	morph='V-FAI-3S'	strongs='G1283'	variants='x=διαρπάσῃ=G1283=V-AAS-3S;'	vpart='x=διαρπάσῃ=G1283=V-AAS-3S'	missing code='x'
FIX_REF	Greek	ref='53_1Th.002.012'	word='ὑμᾶς'	morph='P-2AP'	strongs='G4771'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='53_1Th.002.012'	word='καὶ'	morph='CONJ'	strongs='G2532'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='53_1Th.002.012'	word='παραμυθούμενοι'	morph='V-PNP-NPM'	strongs='G3888'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='53_1Th.002.012'	word='καὶ'	morph='CONJ'	strongs='G2532'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='53_1Th.002.012'	word='μαρτυρόμενοι'	morph='V-PNP-NPM'	strongs='G3143'	variants='r=<; R=μαρτυρούμενοι=G3140=V-PMP-NPM;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='59_Heb.003.010'	word='τεσσεράκοντα'	morph='A-APN-NUI'	strongs='G5062'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='59_Heb.003.010'	word='ἔτη'	morph='N-APN'	strongs='G2094'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='59_Heb.007.020'	word='οἱ'	morph='T-NPM'	strongs='G3588'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='59_Heb.007.020'	word='μὲν'	morph='PRT'	strongs='G3303'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='59_Heb.007.020'	word='γὰρ'	morph='CONJ'	strongs='G1063'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='59_Heb.007.020'	word='χωρὶς'	morph='PREP'	strongs='G5565'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='59_Heb.007.020'	word='ὁρκωμοσίας'	morph='N-GSF'	strongs='G3728'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='59_Heb.007.020'	word='εἰσὶν'	morph='V-PAI-3P'	strongs='G1510'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='59_Heb.007.020'	word='ἱερεῖς'	morph='N-NPM'	strongs='G2409'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='59_Heb.007.020'	word='γεγονότες'	morph='V-2RAP-NPM'	strongs='G1096'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='59_Heb.012.022'	word='πανηγύρει'	morph='N-DSF'	strongs='G3831'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='61_1Pe.003.016'	word='μετὰ'	morph='PREP'	strongs='G3326'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='61_1Pe.003.016'	word='πραΰτητος'	morph='N-GSF'	strongs='G4240'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='61_1Pe.003.016'	word='καὶ'	morph='CONJ'	strongs='G2532'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='61_1Pe.003.016'	word='φόβου'	morph='N-GSM'	strongs='G5401'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='67_Rev.002.028'	word='ὡς'	morph='ADV'	strongs='G5613'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='67_Rev.002.028'	word='κἀγὼ'	morph='P-1NS-K'	strongs='G2532+G1473'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='67_Rev.002.028'	word='κἀγὼ'	morph='P-1NS-K'	strongs='G2532+G1473'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='67_Rev.002.028'	word='εἴληφα'	morph='V-2RAI-1S'	strongs='G2983'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='67_Rev.002.028'	word='παρὰ'	morph='PREP'	strongs='G3844'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='67_Rev.002.028'	word='τοῦ'	morph='T-GSM'	strongs='G3588'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='67_Rev.002.028'	word='πατρός'	morph='N-GSM'	strongs='G3962'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='67_Rev.002.028'	word='μου'	morph='P-1GS'	strongs='G1473'	variants='r=<;'	vpart='r=<'	missing code='r'
FIX_REF	Greek	ref='67_Rev.013.001'	word='καὶ'	morph='CONJ'	strongs='G2532'	variants='r=>; IMN=Καὶ=G2532=CONJ;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='67_Rev.013.001'	word='ἐστάθη'	morph='V-API-3S'	strongs='G2476'	variants='r=>; B=ἐστάθην=G2476=V-API-1S;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='67_Rev.013.001'	word='ἐπὶ'	morph='PREP'	strongs='G1909'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='67_Rev.013.001'	word='τὴν'	morph='T-ASF'	strongs='G3588'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='67_Rev.013.001'	word='ἄμμον'	morph='N-ASF'	strongs='G285'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='67_Rev.013.001'	word='τῆς'	morph='T-GSF'	strongs='G3588'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='67_Rev.013.001'	word='θαλάσσης'	morph='N-GSF'	strongs='G2281'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='67_Rev.017.009'	word='καὶ'	morph='CONJ'	strongs='G2532'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='67_Rev.017.009'	word='βασιλεῖς'	morph='N-NPM'	strongs='G935'	variants='r=>;'	vpart='r=>'	missing code='r'
FIX_REF	Greek	ref='67_Rev.017.009'	word='εἰσιν'	morph='V-PAI-3P'	strongs='G1510'	variants='r=>;'	vpart='r=>'	missing code='r'
